************************************************************************
68:
 |source:0.0.0.0 |destination:255.255.255.255 |source port:68 |destination port:67 |packet size:336 |service:undefined
************************************************************************
8704:
 |source:192.168.43.66 |destination:224.0.0.22 |source port:8704 |destination port:8201 |packet size:56 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.22 |source port:8704 |destination port:1287 |packet size:48 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.22 |source port:8704 |destination port:5125 |packet size:48 |service:undefined


************************************************************************
15131:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:15131 |destination port:53 |packet size:52 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:15131 |destination port:53 |packet size:52 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:15131 |destination port:53 |packet size:52 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:15131 |destination port:53 |packet size:52 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:15131 |destination port:53 |packet size:52 |service:DNS


************************************************************************
16353:
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:52 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:40 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:557 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:40 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:40 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:166 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:139 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:696 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:455 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:52 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:40 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:78 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:40 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:40 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:40 |service:HTTPS
 |source:192.168.43.66 |destination:35.162.166.85 |source port:16353 |destination port:443 |packet size:40 |service:HTTPS


************************************************************************
23110:
 |source:192.168.43.66 |destination:20.197.71.89 |source port:23110 |destination port:443 |packet size:139 |service:HTTPS
 |source:192.168.43.66 |destination:20.197.71.89 |source port:23110 |destination port:443 |packet size:40 |service:HTTPS
 |source:192.168.43.66 |destination:20.197.71.89 |source port:23110 |destination port:443 |packet size:139 |service:HTTPS
 |source:192.168.43.66 |destination:20.197.71.89 |source port:23110 |destination port:443 |packet size:40 |service:HTTPS
 |source:192.168.43.66 |destination:20.197.71.89 |source port:23110 |destination port:443 |packet size:40 |service:HTTPS
 |source:192.168.43.66 |destination:20.197.71.89 |source port:23110 |destination port:443 |packet size:40 |service:HTTPS


************************************************************************
23454:
 |source:192.168.43.66 |destination:13.107.4.52 |source port:23454 |destination port:80 |packet size:52 |service:HTTP
 |source:192.168.43.66 |destination:13.107.4.52 |source port:23454 |destination port:80 |packet size:52 |service:HTTP
 |source:192.168.43.66 |destination:13.107.4.52 |source port:23454 |destination port:80 |packet size:52 |service:HTTP
 |source:192.168.43.66 |destination:13.107.4.52 |source port:23454 |destination port:80 |packet size:52 |service:HTTP
 |source:192.168.43.66 |destination:13.107.4.52 |source port:23454 |destination port:80 |packet size:52 |service:HTTP


************************************************************************
24736:
 |source:192.168.43.66 |destination:8.8.8.8 |source port:24736 |destination port:53 |packet size:52 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:24736 |destination port:53 |packet size:52 |service:DNS


************************************************************************
49166:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:49166 |destination port:53 |packet size:72 |service:DNS


************************************************************************
49191:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:49191 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:49191 |packet size:124 |service:DNS


************************************************************************
49208:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:49208 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:49208 |packet size:124 |service:DNS


************************************************************************
49325:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:49325 |destination port:53 |packet size:72 |service:DNS


************************************************************************
49327:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:49327 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:49327 |packet size:124 |service:DNS


************************************************************************
49353:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:49353 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:49353 |packet size:124 |service:DNS


************************************************************************
49399:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:49399 |destination port:53 |packet size:72 |service:DNS


************************************************************************
49440:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:49440 |destination port:53 |packet size:72 |service:DNS


************************************************************************
49591:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:49591 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:49591 |packet size:124 |service:DNS


************************************************************************
49826:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:49826 |destination port:53 |packet size:69 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:49826 |destination port:53 |packet size:69 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:49826 |destination port:53 |packet size:69 |service:DNS


************************************************************************
49855:
 |source:192.168.43.66 |destination:224.0.0.252 |source port:49855 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:49855 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:49855 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:49855 |destination port:5355 |packet size:50 |service:undefined


************************************************************************
49999:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:49999 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:49999 |packet size:124 |service:DNS


************************************************************************
50021:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50021 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:50021 |packet size:124 |service:DNS


************************************************************************
50051:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50051 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:50051 |packet size:124 |service:DNS


************************************************************************
50052:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50052 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:50052 |packet size:124 |service:DNS


************************************************************************
50137:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50137 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:50137 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50137 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50137 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:50137 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50137 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:50137 |destination port:53 |packet size:72 |service:DNS


************************************************************************
50150:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50150 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:50150 |packet size:124 |service:DNS


************************************************************************
50152:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50152 |destination port:53 |packet size:72 |service:DNS


************************************************************************
50160:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50160 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:50160 |packet size:124 |service:DNS


************************************************************************
50188:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50188 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:50188 |packet size:124 |service:DNS


************************************************************************
50201:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50201 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:50201 |packet size:124 |service:DNS


************************************************************************
50355:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50355 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:50355 |packet size:124 |service:DNS


************************************************************************
50640:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50640 |destination port:53 |packet size:62 |service:DNS


************************************************************************
50708:
 |source:192.168.43.66 |destination:224.0.0.252 |source port:50708 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:50708 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:50708 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:50708 |destination port:5355 |packet size:50 |service:undefined


************************************************************************
50781:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:50781 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:50781 |packet size:124 |service:DNS


************************************************************************
50792:
 |source:192.168.43.66 |destination:224.0.0.252 |source port:50792 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:50792 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:50792 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:50792 |destination port:5355 |packet size:50 |service:undefined


************************************************************************
51012:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51012 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:51012 |destination port:53 |packet size:72 |service:DNS
 |source:8.8.8.8 |destination:192.168.43.66 |source port:53 |destination port:51012 |packet size:124 |service:DNS


************************************************************************
51021:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51021 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51021 |packet size:124 |service:DNS


************************************************************************
51036:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51036 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51036 |packet size:124 |service:DNS


************************************************************************
51059:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51059 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51059 |packet size:124 |service:DNS


************************************************************************
51144:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51144 |destination port:53 |packet size:72 |service:DNS


************************************************************************
51164:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51164 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51164 |packet size:124 |service:DNS


************************************************************************
51172:
 |source:192.168.43.66 |destination:224.0.0.252 |source port:51172 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:51172 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:51172 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:51172 |destination port:5355 |packet size:50 |service:undefined


************************************************************************
51181:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51181 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51181 |packet size:124 |service:DNS


************************************************************************
51245:
 |source:192.168.43.66 |destination:224.0.0.252 |source port:51245 |destination port:5355 |packet size:58 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:51245 |destination port:5355 |packet size:58 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:51245 |destination port:5355 |packet size:58 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:51245 |destination port:5355 |packet size:58 |service:undefined


************************************************************************
51298:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51298 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51298 |packet size:124 |service:DNS


************************************************************************
51316:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51316 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51316 |packet size:124 |service:DNS


************************************************************************
51318:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51318 |destination port:53 |packet size:72 |service:DNS


************************************************************************
51373:
 |source:192.168.43.66 |destination:224.0.0.252 |source port:51373 |destination port:5355 |packet size:58 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:51373 |destination port:5355 |packet size:58 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:51373 |destination port:5355 |packet size:58 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:51373 |destination port:5355 |packet size:58 |service:undefined


************************************************************************
51376:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51376 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51376 |packet size:124 |service:DNS


************************************************************************
51410:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51410 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51410 |packet size:124 |service:DNS


************************************************************************
51428:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51428 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:51428 |destination port:53 |packet size:72 |service:DNS
 |source:8.8.8.8 |destination:192.168.43.66 |source port:53 |destination port:51428 |packet size:124 |service:DNS


************************************************************************
51460:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51460 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51460 |packet size:124 |service:DNS


************************************************************************
51523:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51523 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51523 |packet size:124 |service:DNS


************************************************************************
51549:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51549 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:51549 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51549 |packet size:124 |service:DNS


************************************************************************
51561:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51561 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51561 |packet size:124 |service:DNS


************************************************************************
51641:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51641 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51641 |packet size:124 |service:DNS


************************************************************************
51799:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51799 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51799 |packet size:124 |service:DNS


************************************************************************
51818:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51818 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51818 |packet size:124 |service:DNS


************************************************************************
51843:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51843 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51843 |packet size:124 |service:DNS


************************************************************************
51873:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51873 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51873 |packet size:124 |service:DNS


************************************************************************
51882:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:51882 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:51882 |packet size:124 |service:DNS


************************************************************************
52006:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52006 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52006 |packet size:124 |service:DNS


************************************************************************
52019:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52019 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52019 |packet size:124 |service:DNS


************************************************************************
52027:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52027 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52027 |packet size:124 |service:DNS


************************************************************************
52041:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52041 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52041 |packet size:124 |service:DNS


************************************************************************
52050:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52050 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52050 |packet size:124 |service:DNS


************************************************************************
52079:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52079 |destination port:53 |packet size:61 |service:DNS


************************************************************************
52092:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52092 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52092 |packet size:124 |service:DNS


************************************************************************
52095:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52095 |destination port:53 |packet size:72 |service:DNS


************************************************************************
52137:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52137 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:52137 |destination port:53 |packet size:72 |service:DNS


************************************************************************
52171:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52171 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52171 |packet size:124 |service:DNS


************************************************************************
52172:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52172 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:52172 |destination port:53 |packet size:72 |service:DNS
 |source:8.8.8.8 |destination:192.168.43.66 |source port:53 |destination port:52172 |packet size:124 |service:DNS


************************************************************************
52178:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52178 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52178 |packet size:124 |service:DNS


************************************************************************
52353:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52353 |destination port:53 |packet size:58 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:52353 |destination port:53 |packet size:58 |service:DNS


************************************************************************
52384:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52384 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52384 |packet size:124 |service:DNS


************************************************************************
52443:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52443 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52443 |packet size:124 |service:DNS


************************************************************************
52490:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52490 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52490 |packet size:124 |service:DNS


************************************************************************
52523:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52523 |destination port:53 |packet size:72 |service:DNS


************************************************************************
52573:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52573 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52573 |packet size:124 |service:DNS


************************************************************************
52595:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52595 |destination port:53 |packet size:72 |service:DNS


************************************************************************
52602:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52602 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52602 |packet size:124 |service:DNS


************************************************************************
52667:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52667 |destination port:53 |packet size:62 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:52667 |destination port:53 |packet size:62 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52667 |destination port:53 |packet size:62 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52667 |destination port:53 |packet size:62 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:52667 |destination port:53 |packet size:62 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52667 |destination port:53 |packet size:62 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:52667 |destination port:53 |packet size:62 |service:DNS


************************************************************************
52674:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52674 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52674 |packet size:124 |service:DNS


************************************************************************
52680:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52680 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52680 |packet size:124 |service:DNS


************************************************************************
52894:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:52894 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:52894 |packet size:124 |service:DNS


************************************************************************
53002:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53002 |destination port:53 |packet size:72 |service:DNS


************************************************************************
53039:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53039 |destination port:53 |packet size:72 |service:DNS


************************************************************************
53048:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53048 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53048 |packet size:124 |service:DNS


************************************************************************
53160:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53160 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53160 |packet size:124 |service:DNS


************************************************************************
53188:
 |source:192.168.43.66 |destination:224.0.0.252 |source port:53188 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:53188 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:53188 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:53188 |destination port:5355 |packet size:50 |service:undefined


************************************************************************
53215:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53215 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53215 |packet size:124 |service:DNS


************************************************************************
53316:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53316 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53316 |packet size:124 |service:DNS


************************************************************************
53332:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53332 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53332 |packet size:124 |service:DNS


************************************************************************
53383:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53383 |destination port:53 |packet size:72 |service:DNS


************************************************************************
53404:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53404 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53404 |packet size:124 |service:DNS


************************************************************************
53416:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53416 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53416 |packet size:124 |service:DNS


************************************************************************
53454:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53454 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53454 |packet size:124 |service:DNS


************************************************************************
53461:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53461 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53461 |packet size:124 |service:DNS


************************************************************************
53505:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53505 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53505 |packet size:124 |service:DNS


************************************************************************
53524:
 |source:192.168.43.66 |destination:224.0.0.252 |source port:53524 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:53524 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:53524 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:53524 |destination port:5355 |packet size:50 |service:undefined


************************************************************************
53546:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53546 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53546 |packet size:124 |service:DNS


************************************************************************
53605:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53605 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53605 |packet size:124 |service:DNS


************************************************************************
53619:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53619 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53619 |packet size:124 |service:DNS


************************************************************************
53638:
